Time,Location, Temp,Day,,
292.25,Lotic Estuary,31.1,12.17708333,,
292.5,Lotic Estuary,31,12.1875,,
292.75,Lotic Estuary,31,12.19791667,,
293,Lotic Estuary,30.8,12.20833333,,
293.25,Lotic Estuary,30.8,12.21875,,
293.5,Lotic Estuary,30.7,12.22916667,,
293.75,Lotic Estuary,30.6,12.23958333,,
294,Lotic Estuary,30.5,12.25,,
294.25,Lotic Estuary,30.4,12.26041667,,
294.5,Lotic Estuary,30.5,12.27083333,,
294.75,Lotic Estuary,30.5,12.28125,,
295,Lotic Estuary,30.5,12.29166667,,
295.25,Lotic Estuary,30.5,12.30208333,,
295.5,Lotic Estuary,30.6,12.3125,,
295.75,Lotic Estuary,30.7,12.32291667,,
296,Lotic Estuary,30.7,12.33333333,,
296.25,Lotic Estuary,30.7,12.34375,,
296.5,Lotic Estuary,30.7,12.35416667,,
296.75,Lotic Estuary,30.7,12.36458333,,
297,Lotic Estuary,30.7,12.375,,
297.25,Lotic Estuary,30.7,12.38541667,,
297.5,Lotic Estuary,30.7,12.39583333,,
297.75,Lotic Estuary,30.6,12.40625,,
298,Lotic Estuary,30.5,12.41666667,,
298.25,Lotic Estuary,30.5,12.42708333,,
298.5,Lotic Estuary,30.4,12.4375,,
298.75,Lotic Estuary,30.3,12.44791667,,
299,Lotic Estuary,30.2,12.45833333,,
299.25,Lotic Estuary,30.1,12.46875,,
299.5,Lotic Estuary,30,12.47916667,,
299.75,Lotic Estuary,29.9,12.48958333,,
300,Lotic Estuary,29.7,12.5,,
300.25,Lotic Estuary,29.6,12.51041667,,
300.5,Lotic Estuary,29.6,12.52083333,,
300.75,Lotic Estuary,29.7,12.53125,,
301,Lotic Estuary,29.7,12.54166667,,
301.25,Lotic Estuary,29.7,12.55208333,,
301.5,Lotic Estuary,29.7,12.5625,,
301.75,Lotic Estuary,29.7,12.57291667,,
302,Lotic Estuary,29.7,12.58333333,,
302.25,Lotic Estuary,29.7,12.59375,,
302.5,Lotic Estuary,29.7,12.60416667,,
302.75,Lotic Estuary,29.6,12.61458333,,
303,Lotic Estuary,29.5,12.625,,
303.25,Lotic Estuary,29.5,12.63541667,,
303.5,Lotic Estuary,29.4,12.64583333,,
303.75,Lotic Estuary,29.4,12.65625,,
304,Lotic Estuary,29.3,12.66666667,,
304.25,Lotic Estuary,29.3,12.67708333,,
304.5,Lotic Estuary,29.2,12.6875,,
304.75,Lotic Estuary,29.2,12.69791667,,
305,Lotic Estuary,29.2,12.70833333,,
305.25,Lotic Estuary,29.1,12.71875,,
305.5,Lotic Estuary,29.1,12.72916667,,
305.75,Lotic Estuary,29.1,12.73958333,,
306,Lotic Estuary,29.1,12.75,,
306.25,Lotic Estuary,29.1,12.76041667,,
306.5,Lotic Estuary,30,12.77083333,,
306.75,Lotic Estuary,29.5,12.78125,,
307,Lotic Estuary,30.9,12.79166667,,
307.25,Lotic Estuary,30.7,12.80208333,,
307.5,Lotic Estuary,30.3,12.8125,,
307.75,Lotic Estuary,30.3,12.82291667,,
308,Lotic Estuary,30.4,12.83333333,,
308.25,Lotic Estuary,30.7,12.84375,,
308.5,Lotic Estuary,30.8,12.85416667,,
308.75,Lotic Estuary,30.8,12.86458333,,
309,Lotic Estuary,30.9,12.875,,
309.25,Lotic Estuary,31.1,12.88541667,,
309.5,Lotic Estuary,31.3,12.89583333,,
309.75,Lotic Estuary,31.5,12.90625,,
310,Lotic Estuary,31.7,12.91666667,,
310.25,Lotic Estuary,31.9,12.92708333,,
310.5,Lotic Estuary,32.1,12.9375,,
310.75,Lotic Estuary,32.3,12.94791667,,
311,Lotic Estuary,32.4,12.95833333,,
311.25,Lotic Estuary,32.6,12.96875,,
311.5,Lotic Estuary,32.6,12.97916667,,
311.75,Lotic Estuary,32.5,12.98958333,,
312,Lotic Estuary,32.5,13,,
312.25,Lotic Estuary,32.4,13.01041667,,
312.5,Lotic Estuary,32.3,13.02083333,,
312.75,Lotic Estuary,32.4,13.03125,,
313,Lotic Estuary,32.5,13.04166667,,
313.25,Lotic Estuary,32.5,13.05208333,,
313.5,Lotic Estuary,32.5,13.0625,,
313.75,Lotic Estuary,32.5,13.07291667,,
314,Lotic Estuary,32.5,13.08333333,,
314.25,Lotic Estuary,32.6,13.09375,,
314.5,Lotic Estuary,32.6,13.10416667,,
314.75,Lotic Estuary,32.5,13.11458333,,
315,Lotic Estuary,32.5,13.125,,
315.25,Lotic Estuary,32.4,13.13541667,,
315.5,Lotic Estuary,32.3,13.14583333,,
315.75,Lotic Estuary,32.3,13.15625,,
316,Lotic Estuary,32.2,13.16666667,,
316.25,Lotic Estuary,32.2,13.17708333,,
316.5,Lotic Estuary,32.2,13.1875,,
316.75,Lotic Estuary,32.1,13.19791667,,
317,Lotic Estuary,32.1,13.20833333,,
317.25,Lotic Estuary,32,13.21875,,
317.5,Lotic Estuary,31.9,13.22916667,,
317.75,Lotic Estuary,31.8,13.23958333,,
318,Lotic Estuary,31.8,13.25,,
318.25,Lotic Estuary,31.7,13.26041667,,
318.5,Lotic Estuary,31.6,13.27083333,,
318.75,Lotic Estuary,31.5,13.28125,,
319,Lotic Estuary,31.4,13.29166667,,
319.25,Lotic Estuary,31.4,13.30208333,,
319.5,Lotic Estuary,31.4,13.3125,,
319.75,Lotic Estuary,31.4,13.32291667,,
320,Lotic Estuary,31.4,13.33333333,,
320.25,Lotic Estuary,31.3,13.34375,,
320.5,Lotic Estuary,31.5,13.35416667,,
320.75,Lotic Estuary,31.5,13.36458333,,
321,Lotic Estuary,31.5,13.375,,
321.25,Lotic Estuary,31.5,13.38541667,,
321.5,Lotic Estuary,31.5,13.39583333,,
321.75,Lotic Estuary,31.5,13.40625,,
322,Lotic Estuary,31.4,13.41666667,,
322.25,Lotic Estuary,31.4,13.42708333,,
322.5,Lotic Estuary,31.4,13.4375,,
322.75,Lotic Estuary,31.3,13.44791667,,
323,Lotic Estuary,31.2,13.45833333,,
323.25,Lotic Estuary,31.2,13.46875,,
323.5,Lotic Estuary,31.1,13.47916667,,
323.75,Lotic Estuary,31,13.48958333,,
324,Lotic Estuary,30.9,13.5,,
324.25,Lotic Estuary,30.9,13.51041667,,
324.5,Lotic Estuary,30.8,13.52083333,,
324.75,Lotic Estuary,30.6,13.53125,,
325,Lotic Estuary,30.5,13.54166667,,
325.25,Lotic Estuary,30.3,13.55208333,,
325.5,Lotic Estuary,30.2,13.5625,,
325.75,Lotic Estuary,30.3,13.57291667,,
326,Lotic Estuary,30.3,13.58333333,,
326.25,Lotic Estuary,30.4,13.59375,,
326.5,Lotic Estuary,30.4,13.60416667,,
326.75,Lotic Estuary,30.4,13.61458333,,
327,Lotic Estuary,30.4,13.625,,
327.25,Lotic Estuary,30.4,13.63541667,,
327.5,Lotic Estuary,30.4,13.64583333,,
327.75,Lotic Estuary,30.4,13.65625,,
328,Lotic Estuary,30.3,13.66666667,,
328.25,Lotic Estuary,30.2,13.67708333,,
328.5,Lotic Estuary,30.2,13.6875,,
328.75,Lotic Estuary,30.2,13.69791667,,
329,Lotic Estuary,30.1,13.70833333,,
329.25,Lotic Estuary,30.1,13.71875,,
329.5,Lotic Estuary,30.1,13.72916667,,
329.75,Lotic Estuary,30.1,13.73958333,,
330,Lotic Estuary,30.1,13.75,,
330.25,Lotic Estuary,30.1,13.76041667,,
330.5,Lotic Estuary,30,13.77083333,,
330.75,Lotic Estuary,30,13.78125,,
331,Lotic Estuary,30,13.79166667,,
331.25,Lotic Estuary,30,13.80208333,,
331.5,Lotic Estuary,30.9,13.8125,,
331.75,Lotic Estuary,31.8,13.82291667,,
332,Lotic Estuary,32.4,13.83333333,,
332.25,Lotic Estuary,31.7,13.84375,,
332.5,Lotic Estuary,31.4,13.85416667,,
332.75,Lotic Estuary,31.6,13.86458333,,
333,Lotic Estuary,31.8,13.875,,
333.25,Lotic Estuary,31.9,13.88541667,,
333.5,Lotic Estuary,32,13.89583333,,
333.75,Lotic Estuary,32,13.90625,,
334,Lotic Estuary,32.3,13.91666667,,
334.25,Lotic Estuary,32.4,13.92708333,,
334.5,Lotic Estuary,32.5,13.9375,,
334.75,Lotic Estuary,32.7,13.94791667,,
335,Lotic Estuary,32.9,13.95833333,,
335.25,Lotic Estuary,33,13.96875,,
335.5,Lotic Estuary,33.1,13.97916667,,
335.75,Lotic Estuary,33.2,13.98958333,,
336,Lotic Estuary,33.3,14,,
336.25,Lotic Estuary,33.4,14.01041667,,
336.5,Lotic Estuary,33.4,14.02083333,,
336.75,Lotic Estuary,33.5,14.03125,,
337,Lotic Estuary,33.4,14.04166667,,
337.25,Lotic Estuary,33.5,14.05208333,,
337.5,Lotic Estuary,33.5,14.0625,,
337.75,Lotic Estuary,33.5,14.07291667,,
338,Lotic Estuary,33.5,14.08333333,,
338.25,Lotic Estuary,33.4,14.09375,,
338.5,Lotic Estuary,33.4,14.10416667,,
338.75,Lotic Estuary,33.4,14.11458333,,
339,Lotic Estuary,33.4,14.125,,
339.25,Lotic Estuary,33.4,14.13541667,,
339.5,Lotic Estuary,33.3,14.14583333,,
339.75,Lotic Estuary,33.2,14.15625,,
340,Lotic Estuary,33.1,14.16666667,,
340.25,Lotic Estuary,32.9,14.17708333,,
340.5,Lotic Estuary,32.9,14.1875,,
340.75,Lotic Estuary,32.8,14.19791667,,
341,Lotic Estuary,32.7,14.20833333,,
341.25,Lotic Estuary,32.7,14.21875,,
341.5,Lotic Estuary,32.6,14.22916667,,
341.75,Lotic Estuary,32.5,14.23958333,,
342,Lotic Estuary,32.5,14.25,,
342.25,Lotic Estuary,32.4,14.26041667,,
342.5,Lotic Estuary,32.4,14.27083333,,
342.75,Lotic Estuary,32.3,14.28125,,
343,Lotic Estuary,32.2,14.29166667,,
343.25,Lotic Estuary,32.2,14.30208333,,
343.5,Lotic Estuary,32.1,14.3125,,
343.75,Lotic Estuary,32,14.32291667,,
344,Lotic Estuary,31.9,14.33333333,,
344.25,Lotic Estuary,31.9,14.34375,,
344.5,Lotic Estuary,31.9,14.35416667,,
344.75,Lotic Estuary,31.9,14.36458333,,
345,Lotic Estuary,31.9,14.375,,
345.25,Lotic Estuary,31.8,14.38541667,,
345.5,Lotic Estuary,31.9,14.39583333,,
345.75,Lotic Estuary,31.9,14.40625,,
346,Lotic Estuary,32,14.41666667,,
346.25,Lotic Estuary,31.9,14.42708333,,
346.5,Lotic Estuary,31.9,14.4375,,
346.75,Lotic Estuary,31.9,14.44791667,,
347,Lotic Estuary,31.9,14.45833333,,
347.25,Lotic Estuary,31.9,14.46875,,
347.5,Lotic Estuary,31.9,14.47916667,,
347.75,Lotic Estuary,31.8,14.48958333,,
348,Lotic Estuary,31.7,14.5,,
348.25,Lotic Estuary,31.7,14.51041667,,
348.5,Lotic Estuary,31.7,14.52083333,,
348.75,Lotic Estuary,31.6,14.53125,,
349,Lotic Estuary,31.6,14.54166667,,
349.25,Lotic Estuary,31.5,14.55208333,,
349.5,Lotic Estuary,31.4,14.5625,,
349.75,Lotic Estuary,31.3,14.57291667,,
350,Lotic Estuary,31.2,14.58333333,,
350.25,Lotic Estuary,31,14.59375,,
350.5,Lotic Estuary,30.9,14.60416667,,
350.75,Lotic Estuary,30.9,14.61458333,,
351,Lotic Estuary,31,14.625,,
351.25,Lotic Estuary,31,14.63541667,,
351.5,Lotic Estuary,31.1,14.64583333,,
351.75,Lotic Estuary,31.1,14.65625,,
352,Lotic Estuary,31.1,14.66666667,,
352.25,Lotic Estuary,31.1,14.67708333,,
352.5,Lotic Estuary,31.1,14.6875,,
352.75,Lotic Estuary,31.1,14.69791667,,
353,Lotic Estuary,31,14.70833333,,
353.25,Lotic Estuary,31,14.71875,,
353.5,Lotic Estuary,31,14.72916667,,
353.75,Lotic Estuary,31,14.73958333,,
354,Lotic Estuary,31,14.75,,
354.25,Lotic Estuary,31,14.76041667,,
354.5,Lotic Estuary,31,14.77083333,,
354.75,Lotic Estuary,31,14.78125,,
355,Lotic Estuary,31,14.79166667,,
355.25,Lotic Estuary,31,14.80208333,,
355.5,Lotic Estuary,31,14.8125,,
355.75,Lotic Estuary,31,14.82291667,,
356,Lotic Estuary,31,14.83333333,,
356.25,Lotic Estuary,31.1,14.84375,,
356.5,Lotic Estuary,32,14.85416667,,
356.75,Lotic Estuary,31.9,14.86458333,,
357,Lotic Estuary,32.6,14.875,,
357.25,Lotic Estuary,32.6,14.88541667,,
357.5,Lotic Estuary,32.4,14.89583333,,
357.75,Lotic Estuary,32.6,14.90625,,
358,Lotic Estuary,32.7,14.91666667,,
358.25,Lotic Estuary,32.8,14.92708333,,
358.5,Lotic Estuary,32.9,14.9375,,
358.75,Lotic Estuary,33,14.94791667,,
359,Lotic Estuary,33,14.95833333,,
359.25,Lotic Estuary,33.2,14.96875,,
359.5,Lotic Estuary,33.3,14.97916667,,
359.75,Lotic Estuary,33.4,14.98958333,,
360,Lotic Estuary,33.6,15,,
360.25,Lotic Estuary,33.8,15.01041667,,
360.5,Lotic Estuary,33.9,15.02083333,,
360.75,Lotic Estuary,33.9,15.03125,,
361,Lotic Estuary,33.9,15.04166667,,
361.25,Lotic Estuary,33.9,15.05208333,,
361.5,Lotic Estuary,33.8,15.0625,,
361.75,Lotic Estuary,33.8,15.07291667,,
362,Lotic Estuary,33.8,15.08333333,,
362.25,Lotic Estuary,33.8,15.09375,,
362.5,Lotic Estuary,33.8,15.10416667,,
362.75,Lotic Estuary,33.8,15.11458333,,
363,Lotic Estuary,33.8,15.125,,
363.25,Lotic Estuary,33.8,15.13541667,,
363.5,Lotic Estuary,33.7,15.14583333,,
363.75,Lotic Estuary,33.7,15.15625,,
364,Lotic Estuary,33.7,15.16666667,,
364.25,Lotic Estuary,33.7,15.17708333,,
364.5,Lotic Estuary,33.6,15.1875,,
364.75,Lotic Estuary,33.5,15.19791667,,
365,Lotic Estuary,33.4,15.20833333,,
365.25,Lotic Estuary,33.3,15.21875,,
365.5,Lotic Estuary,33.2,15.22916667,,
365.75,Lotic Estuary,33.2,15.23958333,,
366,Lotic Estuary,33.1,15.25,,
366.25,Lotic Estuary,33.1,15.26041667,,
366.5,Lotic Estuary,33,15.27083333,,
366.75,Lotic Estuary,33,15.28125,,
367,Lotic Estuary,32.9,15.29166667,,
367.25,Lotic Estuary,32.9,15.30208333,,
367.5,Lotic Estuary,32.8,15.3125,,
367.75,Lotic Estuary,32.7,15.32291667,,
368,Lotic Estuary,32.7,15.33333333,,
368.25,Lotic Estuary,32.6,15.34375,,
368.5,Lotic Estuary,32.5,15.35416667,,
368.75,Lotic Estuary,32.5,15.36458333,,
369,Lotic Estuary,32.4,15.375,,
369.25,Lotic Estuary,32.4,15.38541667,,
369.5,Lotic Estuary,32.3,15.39583333,,
369.75,Lotic Estuary,32.3,15.40625,,
370,Lotic Estuary,32.3,15.41666667,,
370.25,Lotic Estuary,32.2,15.42708333,,
370.5,Lotic Estuary,32.2,15.4375,,
370.75,Lotic Estuary,32.3,15.44791667,,
371,Lotic Estuary,32.3,15.45833333,,
371.25,Lotic Estuary,32.3,15.46875,,
371.5,Lotic Estuary,32.3,15.47916667,,
371.75,Lotic Estuary,32.2,15.48958333,,
372,Lotic Estuary,32.2,15.5,,
372.25,Lotic Estuary,32.2,15.51041667,,
372.5,Lotic Estuary,32.2,15.52083333,,
372.75,Lotic Estuary,32.1,15.53125,,
373,Lotic Estuary,32.1,15.54166667,,
373.25,Lotic Estuary,32,15.55208333,,
373.5,Lotic Estuary,31.9,15.5625,,
373.75,Lotic Estuary,31.9,15.57291667,,
374,Lotic Estuary,31.8,15.58333333,,
374.25,Lotic Estuary,31.7,15.59375,,
374.5,Lotic Estuary,31.7,15.60416667,,
374.75,Lotic Estuary,31.6,15.61458333,,
375,Lotic Estuary,31.5,15.625,,
375.25,Lotic Estuary,31.4,15.63541667,,
375.5,Lotic Estuary,31.3,15.64583333,,
375.75,Lotic Estuary,31.2,15.65625,,
376,Lotic Estuary,31.3,15.66666667,,
376.25,Lotic Estuary,31.3,15.67708333,,
376.5,Lotic Estuary,31.4,15.6875,,
376.75,Lotic Estuary,31.4,15.69791667,,
377,Lotic Estuary,31.5,15.70833333,,
377.25,Lotic Estuary,31.5,15.71875,,
377.5,Lotic Estuary,31.5,15.72916667,,
377.75,Lotic Estuary,31.5,15.73958333,,
378,Lotic Estuary,31.6,15.75,,
378.25,Lotic Estuary,31.5,15.76041667,,
378.5,Lotic Estuary,31.5,15.77083333,,
378.75,Lotic Estuary,31.6,15.78125,,
379,Lotic Estuary,31.7,15.79166667,,
379.25,Lotic Estuary,31.7,15.80208333,,
379.5,Lotic Estuary,31.7,15.8125,,
379.75,Lotic Estuary,31.7,15.82291667,,
380,Lotic Estuary,31.6,15.83333333,,
380.25,Lotic Estuary,31.8,15.84375,,
380.5,Lotic Estuary,31.7,15.85416667,,
380.75,Lotic Estuary,31.8,15.86458333,,
381,Lotic Estuary,31.5,15.875,,
381.25,Lotic Estuary,31.5,15.88541667,,
381.5,Lotic Estuary,31.5,15.89583333,,
381.75,Lotic Estuary,31.9,15.90625,,
382,Lotic Estuary,33.3,15.91666667,,
382.25,Lotic Estuary,34.1,15.92708333,,
382.5,Lotic Estuary,34.1,15.9375,,
382.75,Lotic Estuary,33,15.94791667,,
383,Lotic Estuary,33.1,15.95833333,,
383.25,Lotic Estuary,33.2,15.96875,,
383.5,Lotic Estuary,33.2,15.97916667,,
383.75,Lotic Estuary,33.3,15.98958333,,
384,Lotic Estuary,33.2,16,,
384.25,Lotic Estuary,33.2,16.01041667,,
384.5,Lotic Estuary,33.3,16.02083333,,
384.75,Lotic Estuary,33.3,16.03125,,
385,Lotic Estuary,33.3,16.04166667,,
385.25,Lotic Estuary,33.3,16.05208333,,
385.5,Lotic Estuary,33.3,16.0625,,
385.75,Lotic Estuary,33.2,16.07291667,,
386,Lotic Estuary,33.2,16.08333333,,
386.25,Lotic Estuary,33.1,16.09375,,
386.5,Lotic Estuary,33,16.10416667,,
386.75,Lotic Estuary,32.9,16.11458333,,
387,Lotic Estuary,32.8,16.125,,
387.25,Lotic Estuary,32.7,16.13541667,,
387.5,Lotic Estuary,32.7,16.14583333,,
387.75,Lotic Estuary,32.8,16.15625,,
388,Lotic Estuary,32.8,16.16666667,,
388.25,Lotic Estuary,32.7,16.17708333,,
388.5,Lotic Estuary,32.7,16.1875,,
388.75,Lotic Estuary,32.7,16.19791667,,
389,Lotic Estuary,32.6,16.20833333,,
389.25,Lotic Estuary,32.6,16.21875,,
389.5,Lotic Estuary,32.4,16.22916667,,
389.75,Lotic Estuary,32.3,16.23958333,,
390,Lotic Estuary,32.2,16.25,,
390.25,Lotic Estuary,32.2,16.26041667,,
390.5,Lotic Estuary,32.1,16.27083333,,
390.75,Lotic Estuary,32.1,16.28125,,
391,Lotic Estuary,32,16.29166667,,
391.25,Lotic Estuary,32,16.30208333,,
391.5,Lotic Estuary,32,16.3125,,
391.75,Lotic Estuary,32,16.32291667,,
392,Lotic Estuary,32,16.33333333,,
392.25,Lotic Estuary,31.9,16.34375,,
392.5,Lotic Estuary,31.9,16.35416667,,
392.75,Lotic Estuary,31.8,16.36458333,,
393,Lotic Estuary,31.8,16.375,,
393.25,Lotic Estuary,31.8,16.38541667,,
393.5,Lotic Estuary,31.8,16.39583333,,
393.75,Lotic Estuary,31.8,16.40625,,
394,Lotic Estuary,31.7,16.41666667,,
394.25,Lotic Estuary,31.7,16.42708333,,
394.5,Lotic Estuary,31.7,16.4375,,
394.75,Lotic Estuary,31.5,16.44791667,,
395,Lotic Estuary,31.4,16.45833333,,
395.25,Lotic Estuary,31.4,16.46875,,
395.5,Lotic Estuary,31.3,16.47916667,,
395.75,Lotic Estuary,31.3,16.48958333,,
396,Lotic Estuary,31.3,16.5,,
396.25,Lotic Estuary,31.3,16.51041667,,
396.5,Lotic Estuary,31.2,16.52083333,,
396.75,Lotic Estuary,31.1,16.53125,,
397,Lotic Estuary,31,16.54166667,,
397.25,Lotic Estuary,31,16.55208333,,
397.5,Lotic Estuary,30.9,16.5625,,
397.75,Lotic Estuary,30.9,16.57291667,,
398,Lotic Estuary,30.8,16.58333333,,
398.25,Lotic Estuary,30.7,16.59375,,
398.5,Lotic Estuary,30.6,16.60416667,,
398.75,Lotic Estuary,30.6,16.61458333,,
399,Lotic Estuary,30.5,16.625,,
399.25,Lotic Estuary,30.4,16.63541667,,
399.5,Lotic Estuary,30.4,16.64583333,,
399.75,Lotic Estuary,30.3,16.65625,,
400,Lotic Estuary,30.3,16.66666667,,
400.25,Lotic Estuary,30.2,16.67708333,,
400.5,Lotic Estuary,30.1,16.6875,,
400.75,Lotic Estuary,30.1,16.69791667,,
401,Lotic Estuary,30.1,16.70833333,,
401.25,Lotic Estuary,30.2,16.71875,,
401.5,Lotic Estuary,30.3,16.72916667,,
401.75,Lotic Estuary,30.4,16.73958333,,
402,Lotic Estuary,30.4,16.75,,
402.25,Lotic Estuary,30.5,16.76041667,,
402.5,Lotic Estuary,30.5,16.77083333,,
402.75,Lotic Estuary,30.6,16.78125,,
403,Lotic Estuary,30.7,16.79166667,,
403.25,Lotic Estuary,30.8,16.80208333,,
403.5,Lotic Estuary,30.8,16.8125,,
403.75,Lotic Estuary,30.8,16.82291667,,
404,Lotic Estuary,30.9,16.83333333,,
404.25,Lotic Estuary,30.9,16.84375,,
404.5,Lotic Estuary,30.9,16.85416667,,
404.75,Lotic Estuary,30.9,16.86458333,,
405,Lotic Estuary,30.9,16.875,,
405.25,Lotic Estuary,31,16.88541667,,
405.5,Lotic Estuary,30.9,16.89583333,,
405.75,Lotic Estuary,30.9,16.90625,,
406,Lotic Estuary,31,16.91666667,,
406.25,Lotic Estuary,31,16.92708333,,
406.5,Lotic Estuary,31,16.9375,,
406.75,Lotic Estuary,32.5,16.94791667,,
407,Lotic Estuary,31.3,16.95833333,,
407.25,Lotic Estuary,32.4,16.96875,,
407.5,Lotic Estuary,32,16.97916667,,
407.75,Lotic Estuary,31.7,16.98958333,,
408,Lotic Estuary,31.7,17,,
408.25,Lotic Estuary,31.6,17.01041667,,
408.5,Lotic Estuary,31.6,17.02083333,,
408.75,Lotic Estuary,31.6,17.03125,,
409,Lotic Estuary,31.6,17.04166667,,
409.25,Lotic Estuary,31.8,17.05208333,,
409.5,Lotic Estuary,31.8,17.0625,,
409.75,Lotic Estuary,31.8,17.07291667,,
410,Lotic Estuary,31.7,17.08333333,,
410.25,Lotic Estuary,31.7,17.09375,,
410.5,Lotic Estuary,31.6,17.10416667,,
410.75,Lotic Estuary,31.6,17.11458333,,
411,Lotic Estuary,31.6,17.125,,
411.25,Lotic Estuary,31.5,17.13541667,,
411.5,Lotic Estuary,31.4,17.14583333,,
411.75,Lotic Estuary,31.2,17.15625,,
412,Lotic Estuary,31.2,17.16666667,,
412.25,Lotic Estuary,31.2,17.17708333,,
412.5,Lotic Estuary,31.3,17.1875,,
412.75,Lotic Estuary,31.3,17.19791667,,
413,Lotic Estuary,31.3,17.20833333,,
413.25,Lotic Estuary,31.3,17.21875,,
413.5,Lotic Estuary,31.3,17.22916667,,
413.75,Lotic Estuary,31.2,17.23958333,,
414,Lotic Estuary,31.2,17.25,,
414.25,Lotic Estuary,31.1,17.26041667,,
414.5,Lotic Estuary,31.1,17.27083333,,
414.75,Lotic Estuary,31,17.28125,,
415,Lotic Estuary,31,17.29166667,,
415.25,Lotic Estuary,30.9,17.30208333,,
415.5,Lotic Estuary,30.9,17.3125,,
415.75,Lotic Estuary,30.9,17.32291667,,
416,Lotic Estuary,30.8,17.33333333,,
416.25,Lotic Estuary,30.8,17.34375,,
416.5,Lotic Estuary,30.8,17.35416667,,
416.75,Lotic Estuary,30.8,17.36458333,,
417,Lotic Estuary,30.8,17.375,,
417.25,Lotic Estuary,30.8,17.38541667,,
417.5,Lotic Estuary,30.7,17.39583333,,
417.75,Lotic Estuary,30.7,17.40625,,
418,Lotic Estuary,30.7,17.41666667,,
418.25,Lotic Estuary,30.6,17.42708333,,
418.5,Lotic Estuary,30.6,17.4375,,
418.75,Lotic Estuary,30.6,17.44791667,,
419,Lotic Estuary,30.4,17.45833333,,
419.25,Lotic Estuary,30.3,17.46875,,
419.5,Lotic Estuary,30.3,17.47916667,,
419.75,Lotic Estuary,30.2,17.48958333,,
420,Lotic Estuary,30.1,17.5,,
420.25,Lotic Estuary,30.2,17.51041667,,
420.5,Lotic Estuary,30.1,17.52083333,,
420.75,Lotic Estuary,30.1,17.53125,,
421,Lotic Estuary,30.1,17.54166667,,
421.25,Lotic Estuary,30.1,17.55208333,,
421.5,Lotic Estuary,30.1,17.5625,,
421.75,Lotic Estuary,30,17.57291667,,
422,Lotic Estuary,29.9,17.58333333,,
422.25,Lotic Estuary,29.9,17.59375,,
422.5,Lotic Estuary,29.9,17.60416667,,
422.75,Lotic Estuary,29.8,17.61458333,,
423,Lotic Estuary,29.8,17.625,,
423.25,Lotic Estuary,29.7,17.63541667,,
423.5,Lotic Estuary,29.6,17.64583333,,
423.75,Lotic Estuary,29.6,17.65625,,
424,Lotic Estuary,29.5,17.66666667,,
424.25,Lotic Estuary,29.5,17.67708333,,
424.5,Lotic Estuary,29.4,17.6875,,
424.75,Lotic Estuary,29.4,17.69791667,,
425,Lotic Estuary,29.3,17.70833333,,
425.25,Lotic Estuary,29.2,17.71875,,
425.5,Lotic Estuary,29.1,17.72916667,,
425.75,Lotic Estuary,29,17.73958333,,
426,Lotic Estuary,29,17.75,,
426.25,Lotic Estuary,29.2,17.76041667,,
426.5,Lotic Estuary,29.4,17.77083333,,
426.75,Lotic Estuary,29.4,17.78125,,
427,Lotic Estuary,29.6,17.79166667,,
427.25,Lotic Estuary,29.6,17.80208333,,
427.5,Lotic Estuary,29.7,17.8125,,
427.75,Lotic Estuary,29.8,17.82291667,,
428,Lotic Estuary,29.7,17.83333333,,
428.25,Lotic Estuary,29.7,17.84375,,
428.5,Lotic Estuary,29.8,17.85416667,,
428.75,Lotic Estuary,29.8,17.86458333,,
429,Lotic Estuary,29.9,17.875,,
429.25,Lotic Estuary,29.9,17.88541667,,
429.5,Lotic Estuary,30.3,17.89583333,,
429.75,Lotic Estuary,30.2,17.90625,,
430,Lotic Estuary,30.3,17.91666667,,
430.25,Lotic Estuary,30.3,17.92708333,,
430.5,Lotic Estuary,30.4,17.9375,,
430.75,Lotic Estuary,30.3,17.94791667,,
431,Lotic Estuary,30.4,17.95833333,,
431.25,Lotic Estuary,30.2,17.96875,,
431.5,Lotic Estuary,30.3,17.97916667,,
431.75,Lotic Estuary,31.3,17.98958333,,
432,Lotic Estuary,32.1,18,,
432.25,Lotic Estuary,32.6,18.01041667,,
432.5,Lotic Estuary,32,18.02083333,,
432.75,Lotic Estuary,31.8,18.03125,,
433,Lotic Estuary,31.7,18.04166667,,
433.25,Lotic Estuary,31.6,18.05208333,,
433.5,Lotic Estuary,31.6,18.0625,,
433.75,Lotic Estuary,31.5,18.07291667,,
434,Lotic Estuary,31.5,18.08333333,,
434.25,Lotic Estuary,31.4,18.09375,,
434.5,Lotic Estuary,31.4,18.10416667,,
434.75,Lotic Estuary,31.4,18.11458333,,
435,Lotic Estuary,31.3,18.125,,
435.25,Lotic Estuary,31.2,18.13541667,,
435.5,Lotic Estuary,31.2,18.14583333,,
435.75,Lotic Estuary,31.1,18.15625,,
436,Lotic Estuary,31,18.16666667,,
436.25,Lotic Estuary,30.9,18.17708333,,
436.5,Lotic Estuary,30.8,18.1875,,
436.75,Lotic Estuary,30.7,18.19791667,,
437,Lotic Estuary,30.5,18.20833333,,
437.25,Lotic Estuary,30.3,18.21875,,
437.5,Lotic Estuary,30.3,18.22916667,,
437.75,Lotic Estuary,30.5,18.23958333,,
438,Lotic Estuary,30.5,18.25,,
438.25,Lotic Estuary,30.6,18.26041667,,
